"x","y"
1,35.1649249741541
2,38.2679120534725
3,39.8783610429129
4,39.5580580758505
5,37.6605926956052
6,39.5631261355646
7,38.8146067038126
8,32.5649320675274
9,36.7012475867108
10,36.7149394930068
11,40.3045777539419
12,38.9227196225693
13,34.5386922794552
14,38.2226901780452
15,39.2316905949146
16,33.7074450088921
17,32.2325510220631
18,37.3415935564633
19,39.3161987508837
20,36.614479639708
21,37.9271125954865
22,40.0291636116155
23,36.6902642215704
24,38.8239498468106
25,36.0055397448613
26,34.9903948696049
27,38.1171783113504
28,38.5317480181563
29,37.399610007775
30,35.6381821122483
31,35.8803256110332
32,37.7529230844187
33,37.8058743692232
34,35.8657185702912
35,38.1092706668617
36,38.0520346015416
37,37.0790852355988
38,36.7448716873821
39,41.0100982265733
40,36.4240618255839
41,40.726158405278
42,37.4817870464814
43,36.1920832270137
44,37.2854239421531
45,37.3822059029335
46,37.8012619099565
47,36.0111083188376
48,40.0029978888241
49,40.181154374117
50,37.729111783143
51,34.8009004008012
52,35.2277615788277
53,40.9190012794868
54,33.3893863483951
55,36.7978228364264
56,37.3049425879291
57,37.8629148062755
58,37.2188913109406
59,37.1792726500339
60,37.9845603504454
61,37.3563548304893
62,36.9164362339469
63,37.6020500326441
64,36.6809801736466
65,36.9178911067632
66,38.3248509911793
67,36.6696960210578
68,37.3681734251017
69,34.4996057269182
70,36.5310155197175
71,35.4286403284002
72,38.8447656040042
73,33.2724572881338
74,35.7316582720317
75,37.4363301501947
76,36.3380997418653
77,36.8515964730212
78,38.3195022951042
79,37.2961631998924
80,38.596384518753
81,37.1196282845781
82,39.4815918340187
83,36.0080199192931
84,36.5357066027761
85,35.825888163263
86,37.9345432910152
87,36.6536719381936
88,33.0258405702084
89,40.1588242696344
90,37.175264147699
91,35.6102621648194
92,39.033234946177
93,37.7214838351768
94,36.0796398044302
95,36.8378085761247
96,34.7220387364637
97,38.2279867560888
98,36.032322724912
99,38.3201567798268
100,34.1398269751764
101,39.0626542811079
102,38.8971509189998
