"x","y"
1,49.685251249881
2,47.1641209722305
3,49.1482858694823
4,48.6246099419251
5,48.8819977217472
6,49.3742060586196
7,49.311109200416
8,49.1194532499054
9,47.3445752039282
10,47.0487412934219
11,47.6175146622703
12,51.6624142799956
13,49.0761884693239
14,48.7416607889686
15,47.8922259648765
16,45.7808787398202
17,45.1103101906044
18,49.4299233221776
19,47.2304228784777
20,48.6707181066595
21,50.054763441148
22,48.7598413356588
23,48.4814082922432
24,51.0986405916845
25,48.5823650270759
26,48.5649656198431
27,49.4140718540569
28,45.094337595531
29,50.1591587269917
30,49.8744422648283
31,49.3487146481132
32,48.2095518082932
33,48.5024214626873
34,47.561904337645
35,48.3819009388634
36,49.410457087699
37,47.2452074440171
38,48.6482461692591
39,48.1576796860504
40,48.3410234674729
41,50.2906072300318
42,50.5963559813282
43,51.3934070830636
44,50.7864149167417
45,49.9429737760156
46,49.3299054031352
47,46.1380103789138
48,49.0727325015784
49,51.9937579772145
50,51.9607534380971
51,48.1861533577366
52,53.8970078691225
53,51.3048612126761
54,53.2307688495668
55,49.4601332769992
56,51.2980685725329
57,49.0796271350532
58,46.7637678978906
59,48.3926742656213
60,48.3333880405081
61,51.541798742228
62,48.0698588765709
63,45.2494094631438
64,51.6344382226669
65,45.7704012766551
66,47.7126265068532
67,48.8937349814853
68,49.3305615107555
69,49.539963812793
70,49.7906153017289
71,51.6699709182707
72,48.8082370481327
73,48.1628901304185
74,50.8161056365439
75,49.7583225064573
76,49.0732861536708
77,46.5594825641641
78,48.7442238333307
79,49.9358841438699
80,52.5025828712462
81,51.3362232576285
82,48.5300508522961
83,47.3637054000563
84,54.0854316889972
85,46.0685938097806
86,49.0421805344626
87,46.0614661792123
88,50.6709081787109
89,48.4620708592763
90,48.7635934013382
91,46.6719136637799
92,50.5656801607776
93,51.0135507987539
94,42.8038713050236
95,49.5526465352931
96,46.7564511425711
97,45.8823882896918
98,49.891558354963
99,49.3204463029215
100,48.5700620707623
101,49.7276864376143
102,44.126191353468
103,47.4721422317668
104,48.918363260106
105,51.5135117058091
106,49.3226534125656
107,45.6871525540395
108,47.4964677174293
109,48.6949190479252
110,45.7658309380822
111,44.5932404732109
112,50.2737883598264
113,49.9745554818977
114,49.3091005504687
115,47.5406603350957
116,50.9931819756931
117,47.1851202917135
118,47.1890293253314
119,50.0633815889454
120,47.1423976811131
121,47.6598801056664
122,44.7632784653879
123,47.7458613228791
124,49.5169662676866
125,46.163646849655
126,48.1467697944483
127,47.5672870101438
128,47.5353672152982
129,46.1451418007305
130,46.355195056742
131,49.9135676678098
132,48.8075265116246
133,47.5500873750793
134,51.0314687465478
135,51.2665208474409
136,47.3770603363498
137,48.1522272139353
138,45.440296217581
139,47.3950261726221
140,49.173619706566
141,45.6997836692889
142,48.8214442428723
143,47.0912378246872
144,45.3315690062062
145,47.7403596364674
146,47.6461889865101
147,46.949879037305
148,47.0638758145242
149,50.8257921456427
150,47.7002059815459
151,47.2844087828756
152,48.6721424177016
153,48.279515266179
154,46.9996097337169
155,50.235568615629
156,48.5382031998992
157,45.0243795445206
158,46.7012825843552
159,45.6748531468361
160,45.7212418027094
161,49.9406052988939
162,47.4659685197514
163,47.0362377315972
164,47.2013373510635
165,51.6362843417109
166,44.4874361688225
167,48.3374425229348
168,51.5386576189987
169,51.2876249201184
170,46.6320321342681
171,47.6019320716473
172,45.5917807632226
173,43.2093168829752
174,47.7096113055102
175,47.9123883933432
176,47.0662776859311
177,44.4858887512073
178,49.2147356779335
179,45.349549332052
180,51.2574924825289
181,48.8069757476906
182,49.5866038027818
183,48.4006297961756
184,48.0437765074052
185,50.0853481339723
186,48.1065665435421
187,47.8310673812105
188,46.5173372443854
189,46.3409522762539
190,48.1999033373937
191,48.0253218951238
192,49.0229692492338
193,50.708685213709
194,49.0199344278062
195,49.8605161002764
196,49.4251473997201
197,44.2334274493431
198,46.4534686658751
199,46.1285969002555
200,51.7599365082825
201,49.6173354229305
202,50.8818683812201
203,48.1596181005362
204,51.0466364444986
205,46.907797007922
206,50.2737932181067
207,52.2129374040142
208,51.1346967177568
209,46.508645555228
210,49.1787770941226
211,46.4103956892663
212,51.0788382902712
213,52.5279123427353
214,49.1243090650181
215,51.0541167785483
216,46.0626240166342
217,51.994111034886
218,50.8059357037322
219,53.8534773051121
220,45.6104395078765
221,45.7395159809782
222,50.581384289026
223,48.385510714403
224,46.7097998618252
225,48.7900316967608
226,47.5025309494718
227,47.5679739514114
228,46.3182872553129
229,50.6537377369341
230,50.7768344649094
231,44.4184557463438
232,50.213014807832
233,48.3187549266198
234,47.6464559857434
235,48.6150303691819
236,45.5017514258121
237,46.1639964162194
238,49.5855736933366
239,46.7338953493199
240,50.0732682993462
241,48.2473108062113
242,46.5226054161444
243,49.5096436365386
244,49.5215410335637
245,50.9944022581935
246,50.7716331462339
247,48.6620172670701
248,48.9324667110249
249,48.1740912946102
250,50.1414383248725
251,46.8995411571892
252,49.6220000140245
253,48.1724696723344
254,45.8042940735019
255,49.6662456897532
256,49.2992416227706
257,50.0925502556496
258,49.5987498284472
259,48.5027965895912
260,45.9846809114097
261,48.8184442508194
262,46.2926583355122
263,43.71530004071
264,46.0065562679025
265,47.8036582629494
266,48.1525130208517
267,46.2189627327091
268,46.807609577892
269,47.9302083944316
270,47.0210298916677
271,45.8291712432157
272,50.9622279379818
273,43.7076925579546
274,50.7141079801736
275,49.6345168745918
276,48.7256040601768
277,45.7045579318578
278,48.5597822005702
279,44.5332441487478
280,48.6437527266291
281,49.0816415831082
282,47.1419334029189
283,47.8585556127336
284,50.3689705430947
285,48.9067979309023
286,48.6705160363821
287,46.7653793183007
288,50.6257059831833
289,47.2604965777459
290,50.0197865450753
291,47.3468718131286
292,46.157442685464
293,46.2925014030878
294,48.6490546766213
